room_id,dq_missing_customer_id,dq_amount_negative,source,checkout_date,booking_id,dq_date_inverted,total_amount,checkin_date,nights,dq_currency_invalid,customer_id,status
H002-R022,false,false,booking.com,2025-03-29,B000665,false,377.58,2025-03-27,2,false,C02748,confirmed
H003-R017,false,false,booking.com,2025-01-18,B004398,false,281.38,2025-01-16,2,false,C02046,confirmed
H008-R009,false,false,mobile,2025-06-22,B004762,false,674.57,2025-06-17,5,false,C01488,confirmed
H001-R022,false,false,web,2025-01-19,B002626,false,279.18,2025-01-17,2,false,C00846,confirmed
H007-R019,false,false,mobile,2025-04-18,B001021,false,163.96,2025-04-17,1,false,C01507,confirmed
H004-R025,false,false,mobile,2025-05-28,B005132,false,339.51,2025-05-26,2,false,C02822,confirmed
H002-R021,false,false,mobile,2025-06-13,B002984,false,485.07,2025-06-10,3,false,C01499,confirmed
H007-R020,false,false,walk_in,2025-05-20,B000891,false,631.32,2025-05-16,4,false,C02991,confirmed
H006-R007,false,false,booking.com,2025-06-15,B001227,false,615.25,2025-06-11,4,false,C00053,confirmed
H004-R005,false,false,mobile,2025-03-17,B004987,false,268.94,2025-03-15,2,false,C00989,confirmed
H001-R025,false,false,walk_in,2025-05-20,B002853,false,1028.27,2025-05-15,5,false,C02810,confirmed
H003-R003,false,false,walk_in,2025-05-05,B005349,false,666.07,2025-05-02,3,false,C02331,confirmed
H008-R006,false,false,mobile,2025-06-25,B003208,false,159.58,2025-06-24,1,false,C00530,confirmed
H003-R017,false,false,mobile,2025-05-18,B001089,false,148.06,2025-05-17,1,false,C02883,confirmed
H006-R009,false,false,booking.com,2025-06-05,B005195,false,248.21,2025-06-03,2,false,C01466,confirmed
H002-R013,false,false,expedia,2025-03-23,B003572,false,164.97,2025-03-22,1,false,C02432,confirmed
H003-R009,false,false,web,2025-07-30,B001453,false,177.29,2025-07-29,1,false,C02586,confirmed
H005-R023,false,false,web,2025-06-21,B005576,false,381.96,2025-06-19,2,false,C01901,confirmed
H002-R002,false,false,expedia,2025-07-04,B003419,false,842.25,2025-06-29,5,false,C02969,confirmed
H008-R017,false,false,walk_in,2025-02-18,B001321,false,868.46,2025-02-13,5,false,C01908,confirmed
H001-R015,false,false,mobile,2025-06-22,B005967,false,173.64,2025-06-21,1,false,C01465,confirmed
H007-R014,false,false,web,2025-01-12,B003758,false,573.57,2025-01-09,3,false,C00266,confirmed
H004-R012,false,false,expedia,2025-07-05,B001649,false,497.53,2025-07-02,3,false,C01335,confirmed
H005-R020,false,false,booking.com,2025-07-09,B005442,false,140.63,2025-07-08,1,false,C01225,confirmed
H002-R002,false,false,web,2025-02-22,B005804,false,509.99,2025-02-18,4,false,C01647,confirmed
H007-R007,false,false,walk_in,2025-06-06,B003625,false,753.38,2025-06-02,4,false,C02600,confirmed
H001-R014,false,false,expedia,2025-04-09,B002014,false,206.41,2025-04-08,1,false,C01003,confirmed
H001-R020,false,false,mobile,2025-07-19,B004013,false,197.99,2025-07-18,1,false,C01886,confirmed
H007-R003,false,false,walk_in,2025-02-03,B001872,false,138.14,2025-02-02,1,false,C02686,confirmed
H005-R013,false,false,web,2025-06-24,B002243,false,487.68,2025-06-21,3,false,C02005,confirmed
H005-R011,false,false,expedia,2025-06-03,B000123,false,207.33,2025-06-02,1,false,C00495,confirmed
H001-R014,false,false,web,2025-03-23,B003863,false,285.63,2025-03-21,2,false,C00611,confirmed
H005-R021,false,false,mobile,2025-06-04,B004226,false,841.61,2025-05-31,4,false,C00347,confirmed
H006-R014,false,false,expedia,2025-05-20,B002093,false,403.38,2025-05-18,2,false,C00919,confirmed
H003-R009,false,false,booking.com,2025-02-03,B000512,false,649.21,2025-01-30,4,false,C02638,confirmed
H001-R015,false,false,mobile,2025-06-06,B004603,false,716.3,2025-06-02,4,false,C01900,confirmed
H003-R009,false,false,expedia,2025-02-24,B002481,false,431.05,2025-02-21,3,false,C01853,confirmed
H001-R011,false,false,booking.com,2025-07-23,B000364,false,185.97,2025-07-22,1,false,C01223,confirmed
H006-R008,false,false,walk_in,2025-02-28,B000735,false,634.7,2025-02-25,3,false,C01067,confirmed
H006-R023,false,false,web,2025-03-09,B004469,false,160.72,2025-03-08,1,false,C01762,confirmed
H006-R010,false,false,mobile,2025-06-27,B002344,false,144.74,2025-06-26,1,false,C01038,confirmed
H006-R004,false,false,booking.com,2025-07-11,B004824,false,221.96,2025-07-10,1,false,C02376,confirmed
H004-R018,false,false,mobile,2025-01-10,B002695,false,1464.17,2025-01-03,7,false,C01837,confirmed
H008-R013,false,false,web,2025-06-05,B000584,false,614.24,2025-06-02,3,false,C01511,confirmed
H005-R008,false,false,walk_in,2025-03-12,B004672,false,396.52,2025-03-10,2,false,C00084,confirmed
H002-R001,false,false,booking.com,2025-04-18,B003061,false,207.22,2025-04-17,1,false,C00703,confirmed
H004-R015,false,false,walk_in,2025-07-20,B000950,false,751.38,2025-07-15,5,false,C00986,confirmed
H008-R011,false,false,web,2025-06-10,B005066,false,1105,2025-06-04,6,false,C02705,confirmed
H005-R020,false,false,expedia,2025-04-19,B002916,false,195.86,2025-04-18,1,false,C02835,confirmed
H002-R008,false,false,web,2025-07-12,B000821,false,479.54,2025-07-08,4,false,C01598,confirmed
H002-R025,false,false,expedia,2025-03-15,B005425,false,340.06,2025-03-13,2,false,C02363,confirmed
H007-R005,false,false,mobile,2025-06-12,B003277,false,198.72,2025-06-11,1,false,C00326,confirmed
H005-R023,false,false,booking.com,2025-04-23,B001167,false,1251.41,2025-04-17,6,false,C00505,confirmed
H007-R005,false,false,mobile,2025-01-14,B004924,false,667.61,2025-01-11,3,false,C01151,confirmed
H004-R006,false,false,web,2025-01-19,B005267,false,454.84,2025-01-16,3,false,C01650,confirmed
H002-R008,false,false,expedia,2025-03-11,B003130,false,669.8,2025-03-06,5,false,C00141,confirmed
H007-R001,false,false,web,2025-05-28,B001526,false,145.76,2025-05-27,1,false,C00622,confirmed
H007-R019,false,false,booking.com,2025-04-04,B005660,false,774.19,2025-03-31,4,false,C02158,confirmed
H007-R003,false,false,mobile,2025-07-22,B003500,false,681.3,2025-07-18,4,false,C00918,confirmed
H002-R025,false,false,web,2025-02-16,B001397,false,153.06,2025-02-15,1,false,C02958,confirmed
H001-R010,false,false,expedia,2025-06-07,B001716,false,1116.11,2025-06-01,6,false,C02977,confirmed
H008-R022,false,false,booking.com,2025-05-12,B005511,false,1025.53,2025-05-07,5,false,C01646,confirmed
H007-R008,false,false,mobile,2025-06-18,B003371,false,131.66,2025-06-17,1,false,C01357,confirmed
H003-R017,false,false,expedia,2025-03-03,B005884,false,368.84,2025-03-01,2,false,C00414,confirmed
H002-R008,false,false,mobile,2025-04-22,B003705,false,353.75,2025-04-20,2,false,C01619,confirmed
H007-R002,false,false,mobile,2025-04-12,B001592,false,470.09,2025-04-09,3,false,C01056,confirmed
H002-R012,false,false,mobile,2025-07-19,B005735,false,338.43,2025-07-17,2,false,C02318,confirmed
H004-R001,false,false,web,2025-05-24,B004089,false,189.42,2025-05-23,1,false,C00511,confirmed
H008-R024,false,false,web,2025-01-29,B001942,false,242.5,2025-01-27,2,false,C00291,confirmed
H007-R022,false,false,web,2025-03-16,B000201,false,1307.71,2025-03-10,6,false,C01752,confirmed
H004-R006,false,false,web,2025-04-17,B003947,false,827.88,2025-04-13,4,false,C00660,confirmed
H001-R005,false,false,expedia,2025-04-02,B001813,false,250.01,2025-03-31,2,false,C01054,confirmed
H001-R015,false,false,walk_in,2025-07-01,B004306,false,185.55,2025-06-30,1,false,C01113,confirmed
H003-R002,false,false,walk_in,2025-06-05,B002169,false,619.46,2025-06-02,3,false,C01698,confirmed
H006-R014,false,false,walk_in,2025-03-25,B000065,false,816.24,2025-03-20,5,false,C01664,confirmed
H001-R020,false,false,web,2025-04-09,B004150,false,476.68,2025-04-05,4,false,C02746,confirmed
H001-R015,false,false,walk_in,2025-05-21,B002563,false,188.88,2025-05-20,1,false,C00664,confirmed
H002-R011,false,false,web,2025-04-14,B000447,false,1060.54,2025-04-07,7,false,C01347,confirmed
H007-R012,false,false,web,2025-03-04,B004543,false,598.93,2025-03-01,3,false,C01680,confirmed
H008-R019,false,false,web,2025-04-06,B002414,false,603.65,2025-04-03,3,false,C01412,confirmed
H005-R010,false,false,web,2025-02-22,B000297,false,220.3,2025-02-21,1,false,C01463,confirmed
H007-R009,false,false,web,2025-04-07,B002772,false,408.18,2025-04-05,2,false,C01840,confirmed
H008-R021,false,false,booking.com,2025-01-24,B000673,false,265,2025-01-22,2,false,C00312,confirmed
H002-R004,false,false,web,2025-05-18,B004414,false,436.75,2025-05-16,2,false,C00709,confirmed
H003-R016,false,false,expedia,2025-03-15,B004767,false,606.3,2025-03-11,4,false,C00502,confirmed
H006-R006,false,false,walk_in,2025-04-12,B002633,false,409.76,2025-04-10,2,false,C00909,confirmed
H004-R009,false,false,expedia,2025-05-18,B000517,false,164.18,2025-05-17,1,false,C02313,confirmed
H007-R023,false,false,mobile,2025-02-28,B005144,false,665.32,2025-02-25,3,false,C00495,confirmed
H004-R010,false,false,booking.com,2025-04-03,B002990,false,133.57,2025-04-02,1,false,C02557,confirmed
H007-R018,false,false,walk_in,2025-07-03,B000899,false,313.22,2025-07-01,2,false,C01636,confirmed
H001-R006,false,false,mobile,2025-05-09,B001236,false,140,2025-05-08,1,false,C02870,confirmed
H001-R018,false,false,web,2025-07-03,B005002,false,469.57,2025-06-30,3,false,C00808,confirmed
H008-R001,false,false,web,2025-04-17,B002859,false,1117.96,2025-04-12,5,false,C00126,confirmed
H001-R011,false,false,web,2025-04-01,B005357,false,290.57,2025-03-30,2,false,C00937,confirmed
H008-R016,false,false,expedia,2025-07-25,B003214,false,182.51,2025-07-24,1,false,C01083,confirmed
H007-R022,false,false,mobile,2025-06-27,B001099,false,465.71,2025-06-24,3,false,C02821,confirmed
H002-R016,false,false,mobile,2025-05-14,B005203,false,780.11,2025-05-10,4,false,C02752,confirmed
H007-R005,false,false,walk_in,2025-05-23,B003583,false,223.66,2025-05-22,1,false,C01191,confirmed
H003-R020,false,false,booking.com,2025-03-30,B001467,false,141.52,2025-03-29,1,false,C02657,confirmed
H004-R022,false,false,walk_in,2025-02-05,B005584,false,315.76,2025-02-03,2,false,C02145,confirmed
H002-R005,false,false,expedia,2025-04-03,B003431,false,285.92,2025-04-01,2,false,C00812,confirmed
H007-R025,false,false,web,2025-05-13,B001331,false,317.98,2025-05-11,2,false,C01162,confirmed
H001-R010,false,false,booking.com,2025-05-27,B003767,false,168.74,2025-05-26,1,false,C00086,confirmed
H002-R024,false,false,expedia,2025-06-14,B001656,false,611.14,2025-06-11,3,false,C02927,confirmed
H004-R016,false,false,walk_in,2025-06-17,B005449,false,137.17,2025-06-16,1,false,C01514,confirmed
H007-R022,false,false,mobile,2025-07-13,B005813,false,284.72,2025-07-11,2,false,C02537,confirmed
H001-R003,false,false,expedia,2025-02-20,B003635,false,709.58,2025-02-15,5,false,C01311,confirmed
H006-R025,false,false,web,2025-02-08,B001528,false,969.96,2025-02-01,7,false,C00831,confirmed
H004-R008,false,false,web,2025-07-20,B004021,false,305.79,2025-07-18,2,false,C02318,confirmed
H008-R006,false,false,expedia,2025-03-14,B001884,false,367.65,2025-03-11,3,false,C02734,confirmed
H003-R019,false,false,expedia,2025-07-22,B002257,false,894.51,2025-07-18,4,false,C02058,confirmed
H004-R023,false,false,walk_in,2025-06-01,B000132,false,309.38,2025-05-30,2,false,C02808,confirmed
H003-R018,false,false,booking.com,2025-03-05,B003871,false,763.05,2025-03-01,4,false,C02133,confirmed
H001-R012,false,false,web,2025-06-02,B004244,false,407.8,2025-05-31,2,false,C01057,confirmed
H008-R002,false,false,mobile,2025-01-23,B002100,false,440.12,2025-01-21,2,false,C01762,confirmed
H008-R008,false,false,mobile,2025-02-07,B000008,false,261.2,2025-02-05,2,false,C01104,confirmed
H005-R013,false,false,booking.com,2025-05-26,B004610,false,221.3,2025-05-25,1,false,C02791,confirmed
H002-R019,false,false,mobile,2025-03-24,B002486,false,181.58,2025-03-23,1,false,C02050,confirmed
H004-R007,false,false,expedia,2025-04-29,B000371,false,887.17,2025-04-24,5,false,C02653,confirmed
H007-R024,false,false,mobile,2025-07-24,B000744,false,377.29,2025-07-22,2,false,C00575,confirmed
H002-R009,false,false,expedia,2025-05-23,B004475,false,1117.68,2025-05-18,5,false,C00261,confirmed
H001-R005,false,false,mobile,2025-02-11,B002352,false,400.22,2025-02-09,2,false,C00883,confirmed
H006-R018,false,false,booking.com,2025-06-02,B004837,false,173.66,2025-06-01,1,false,C01968,confirmed
H006-R018,false,false,walk_in,2025-03-03,B002703,false,153.74,2025-03-02,1,false,C01454,confirmed
H008-R008,false,false,booking.com,2025-07-16,B000594,false,601.92,2025-07-13,3,false,C02701,confirmed
H006-R021,false,false,mobile,2025-06-25,B004684,false,885.3,2025-06-18,7,false,C02866,confirmed
H008-R008,false,false,expedia,2025-08-15,B003069,false,240.68,2025-08-13,2,false,C01580,confirmed
H003-R022,false,false,booking.com,2025-04-08,B000965,false,429.35,2025-04-06,2,false,C00548,confirmed
H007-R022,false,false,mobile,2025-03-24,B005085,false,498.61,2025-03-21,3,false,C02419,confirmed
H002-R013,false,false,web,2025-05-20,B002927,false,447.5,2025-05-18,2,false,C01940,confirmed
H008-R006,false,false,mobile,2025-04-10,B000830,false,397.57,2025-04-08,2,false,C02730,confirmed
H008-R004,false,false,booking.com,2025-06-06,B003285,false,720.5,2025-06-02,4,false,C01499,confirmed
H008-R005,false,false,walk_in,2025-04-02,B001180,false,332.37,2025-03-31,2,false,C00115,confirmed
H007-R003,false,false,expedia,2025-05-19,B004941,false,672.3,2025-05-14,5,false,C00984,confirmed
H001-R018,false,false,walk_in,2025-04-13,B005278,false,506.6,2025-04-09,4,false,C00267,confirmed
H005-R005,false,false,web,2025-06-25,B003138,false,1110.2,2025-06-20,5,false,C00194,confirmed
H008-R016,false,false,booking.com,2025-07-26,B001033,false,829.02,2025-07-22,4,false,C01684,confirmed
H006-R025,false,false,booking.com,2025-02-06,B005669,false,707.42,2025-02-02,4,false,C00465,confirmed
H008-R020,false,false,walk_in,2025-04-01,B003511,false,510.44,2025-03-29,3,false,C00214,confirmed
H002-R022,false,false,walk_in,2025-03-29,B001406,false,149.21,2025-03-28,1,false,C00069,confirmed
H007-R019,false,false,web,2025-06-03,B001726,false,201.65,2025-06-02,1,false,C00505,confirmed
H001-R014,false,false,expedia,2025-05-18,B005527,false,1027.19,2025-05-12,6,false,C02254,confirmed
H005-R003,false,false,web,2025-03-24,B003379,false,758.17,2025-03-18,6,false,C02956,confirmed
H007-R017,false,false,booking.com,2025-03-12,B005895,false,1328.65,2025-03-06,6,false,C01281,confirmed
H007-R006,false,false,mobile,2025-02-17,B003713,false,872.35,2025-02-11,6,false,C01088,confirmed
H005-R009,false,false,booking.com,2025-08-10,B001598,false,563.95,2025-08-06,4,false,C01206,confirmed
H006-R011,false,false,web,2025-01-16,B005743,false,205.57,2025-01-15,1,false,C00432,confirmed
H008-R001,false,false,web,2025-03-09,B004095,false,255.47,2025-03-07,2,false,C02562,confirmed
H007-R014,false,false,booking.com,2025-08-04,B001955,false,148.04,2025-08-03,1,false,C00283,confirmed
H007-R018,false,false,booking.com,2025-01-30,B000212,false,122.14,2025-01-29,1,false,C00899,confirmed
H008-R004,false,false,booking.com,2025-02-19,B003959,false,220.04,2025-02-18,1,false,C00004,confirmed
H001-R001,false,false,mobile,2025-07-31,B001825,false,527.09,2025-07-27,4,false,C02131,confirmed
H008-R014,false,false,mobile,2025-02-14,B004317,false,557.85,2025-02-11,3,false,C01292,confirmed
H001-R010,false,false,expedia,2025-01-18,B002174,false,546.99,2025-01-15,3,false,C01472,confirmed
H008-R017,false,false,mobile,2025-01-30,B000072,false,852.42,2025-01-25,5,false,C02436,confirmed
H005-R012,false,false,booking.com,2025-05-05,B004166,false,331.67,2025-05-03,2,false,C01128,confirmed
H006-R021,false,false,expedia,2025-06-26,B002026,false,649.89,2025-06-21,5,false,C01180,confirmed
H004-R020,false,false,expedia,2025-05-30,B000460,false,776.77,2025-05-24,6,false,C02816,confirmed
H006-R021,false,false,walk_in,2025-07-24,B004550,false,943.25,2025-07-19,5,false,C02592,confirmed
H001-R023,false,false,mobile,2025-02-23,B002425,false,509.93,2025-02-20,3,false,C02150,confirmed
H006-R024,false,false,walk_in,2025-04-22,B000307,false,569.5,2025-04-18,4,false,C02272,confirmed
H002-R002,false,false,expedia,2025-03-11,B002781,false,402,2025-03-09,2,false,C00572,confirmed
H007-R018,false,false,walk_in,2025-06-04,B000685,false,274.1,2025-06-02,2,false,C01015,confirmed
H001-R003,false,false,mobile,2025-02-10,B004423,false,521.36,2025-02-07,3,false,C01701,confirmed
H001-R002,false,false,walk_in,2025-04-14,B004774,false,389.07,2025-04-12,2,false,C01584,confirmed
H005-R013,false,false,walk_in,2025-05-13,B002641,false,747.29,2025-05-08,5,false,C01019,confirmed
H004-R005,false,false,web,2025-07-14,B000526,false,125.11,2025-07-13,1,false,C02000,confirmed
H001-R021,false,false,walk_in,2025-05-13,B005155,false,1030.16,2025-05-07,6,false,C01271,confirmed
H005-R020,false,false,booking.com,2025-06-09,B003005,false,223.99,2025-06-08,1,false,C02942,confirmed
H004-R025,false,false,web,2025-03-10,B000905,false,134.78,2025-03-09,1,false,C02075,confirmed
H004-R006,false,false,mobile,2025-05-14,B001250,false,1236.54,2025-05-08,6,false,C00243,confirmed
H004-R010,false,false,web,2025-08-16,B005010,false,803.77,2025-08-10,6,false,C02690,confirmed
H003-R008,false,false,booking.com,2025-04-30,B002868,false,837.19,2025-04-25,5,false,C02967,confirmed
H008-R020,false,false,walk_in,2025-06-12,B005368,false,926.63,2025-06-07,5,false,C02848,confirmed
H001-R022,false,false,walk_in,2025-07-15,B003220,false,508.66,2025-07-11,4,false,C00956,confirmed
H004-R013,false,false,expedia,2025-07-14,B001108,false,810.6,2025-07-10,4,false,C02909,confirmed
H001-R009,false,false,expedia,2025-04-04,B005215,false,420.6,2025-04-02,2,false,C00833,confirmed
H006-R013,false,false,booking.com,2025-07-19,B003073,false,847.93,2025-07-15,4,false,C01164,confirmed
H003-R011,false,false,web,2025-02-23,B001481,false,612.11,2025-02-18,5,false,C02815,confirmed
H005-R005,false,false,booking.com,2025-07-09,B005591,false,134.15,2025-07-08,1,false,C01383,confirmed
H005-R002,false,false,mobile,2025-06-06,B003442,false,426.12,2025-06-03,3,false,C02644,confirmed
H004-R016,false,false,web,2025-03-10,B001343,false,791.54,2025-03-04,6,false,C00411,confirmed
H005-R010,false,false,mobile,2025-02-26,B003780,false,647.57,2025-02-21,5,false,C01311,confirmed
H001-R019,false,false,walk_in,2025-06-15,B001664,false,585.97,2025-06-11,4,false,C01090,confirmed
H008-R004,false,false,web,2025-03-16,B005458,false,652.07,2025-03-13,3,false,C00969,confirmed
H008-R020,false,false,walk_in,2025-03-25,B005823,false,154.12,2025-03-24,1,false,C01540,confirmed
H002-R008,false,false,walk_in,2025-07-22,B003649,false,712.77,2025-07-18,4,false,C00890,confirmed
H003-R003,false,false,expedia,2025-08-17,B001536,false,512.77,2025-08-14,3,false,C00029,confirmed
H007-R022,false,false,expedia,2025-02-15,B004037,false,594.22,2025-02-12,3,false,C00818,confirmed
H001-R008,false,false,web,2025-02-14,B001890,false,367.54,2025-02-12,2,false,C01207,confirmed
H005-R022,false,false,web,2025-05-31,B002264,false,300.19,2025-05-29,2,false,C00588,confirmed
H004-R018,false,false,expedia,2025-05-18,B000140,false,540.19,2025-05-15,3,false,C02238,confirmed
H008-R001,false,false,mobile,2025-02-24,B003884,false,491.26,2025-02-20,4,false,C02145,confirmed
H004-R014,false,false,mobile,2025-04-04,B004253,false,130.11,2025-04-03,1,false,C02438,confirmed
H001-R012,false,false,booking.com,2025-06-08,B002112,false,287.75,2025-06-06,2,false,C01285,confirmed
H004-R004,false,false,expedia,2025-07-18,B000018,false,595.51,2025-07-14,4,false,C00990,confirmed
H004-R011,false,false,booking.com,2025-07-23,B004098,false,153.14,2025-07-22,1,false,C02259,confirmed
H003-R009,false,false,booking.com,2025-06-20,B002494,false,724.95,2025-06-15,5,false,C00458,confirmed
H002-R010,false,false,expedia,2025-06-18,B000385,false,1061.93,2025-06-12,6,false,C01613,confirmed
H003-R024,false,false,booking.com,2025-02-09,B000752,false,946.06,2025-02-03,6,false,C00908,confirmed
H004-R009,false,false,expedia,2025-01-28,B004488,false,203.38,2025-01-27,1,false,C02420,confirmed
H007-R004,false,false,booking.com,2025-03-29,B002363,false,411.67,2025-03-27,2,false,C00126,confirmed
H002-R002,false,false,expedia,2025-05-24,B004845,false,859.67,2025-05-18,6,false,C01063,confirmed
H004-R025,false,false,web,2025-04-23,B002712,false,342.32,2025-04-21,2,false,C01205,confirmed
H001-R015,false,false,expedia,2025-02-26,B000606,false,145.89,2025-02-25,1,false,C01005,confirmed
H007-R023,false,false,booking.com,2025-02-08,B004696,false,445.57,2025-02-06,2,false,C01382,confirmed
H005-R011,false,false,mobile,2025-07-04,B002584,false,651.96,2025-07-01,3,false,C00194,confirmed
H007-R001,false,false,expedia,2025-06-27,B000974,false,927.06,2025-06-20,7,false,C00321,confirmed
H007-R013,false,false,walk_in,2025-05-16,B005093,false,301.34,2025-05-14,2,false,C00912,confirmed
H006-R016,false,false,expedia,2025-05-13,B002937,false,633.57,2025-05-10,3,false,C00267,confirmed
H004-R007,false,false,walk_in,2025-03-23,B000844,false,390.3,2025-03-21,2,false,C00347,confirmed
H003-R019,false,false,booking.com,2025-07-06,B003291,false,598.04,2025-07-02,4,false,C00995,confirmed
H006-R020,false,false,web,2025-04-25,B001189,false,980.4,2025-04-20,5,false,C01341,confirmed
H002-R012,false,false,walk_in,2025-01-15,B004949,false,638.22,2025-01-10,5,false,C01581,confirmed
H007-R005,false,false,web,2025-01-28,B005295,false,163.49,2025-01-27,1,false,C02299,confirmed
H005-R019,false,false,booking.com,2025-07-23,B003152,false,763.36,2025-07-19,4,false,C00776,confirmed
H008-R018,false,false,booking.com,2025-04-25,B001046,false,459.95,2025-04-22,3,false,C02673,confirmed
H004-R007,false,false,expedia,2025-02-23,B005681,false,1160.81,2025-02-16,7,false,C01353,confirmed
H007-R020,false,false,expedia,2025-05-03,B003526,false,361.12,2025-05-01,2,false,C00287,confirmed
H001-R011,false,false,walk_in,2025-03-23,B001414,false,436.67,2025-03-21,2,false,C01382,confirmed
H008-R003,false,false,walk_in,2025-07-16,B001744,false,147.25,2025-07-15,1,false,C01636,confirmed
H007-R011,false,false,mobile,2025-03-29,B005542,false,896.95,2025-03-23,6,false,C00158,confirmed
H008-R017,false,false,booking.com,2025-03-02,B003386,false,799.97,2025-02-24,6,false,C00275,confirmed
H005-R016,false,false,mobile,2025-05-14,B005911,false,367.96,2025-05-11,3,false,C01084,confirmed
H006-R004,false,false,mobile,2025-04-16,B003723,false,880.1,2025-04-11,5,false,C00943,confirmed
H003-R003,false,false,walk_in,2025-07-06,B001603,false,623.75,2025-07-02,4,false,C02337,confirmed
H007-R001,false,false,expedia,2025-03-05,B005763,false,214.22,2025-03-04,1,false,C02298,confirmed
H005-R023,false,false,mobile,2025-01-08,B003596,false,488.99,2025-01-05,3,false,C00337,confirmed
H001-R022,false,false,booking.com,2025-07-27,B001972,false,605.96,2025-07-24,3,false,C00684,confirmed
H001-R025,false,false,walk_in,2025-05-16,B000221,false,441.74,2025-05-14,2,false,C02011,confirmed
H008-R002,false,false,web,2025-07-15,B003970,false,660.78,2025-07-12,3,false,C01359,confirmed
H006-R006,false,false,mobile,2025-04-04,B001832,false,429.4,2025-04-02,2,false,C02674,confirmed
H001-R002,false,false,walk_in,2025-04-12,B004324,false,167.19,2025-04-11,1,false,C01882,confirmed
H008-R020,false,false,web,2025-05-20,B002182,false,761.12,2025-05-16,4,false,C00725,confirmed
H008-R024,false,false,booking.com,2025-03-18,B000078,false,635.99,2025-03-15,3,false,C01778,confirmed
H004-R024,false,false,booking.com,2025-02-10,B004176,false,378.98,2025-02-07,3,false,C02282,confirmed
H002-R006,false,false,walk_in,2025-07-26,B002042,false,1385.66,2025-07-19,7,false,C02996,confirmed
H004-R012,false,false,web,2025-03-06,B000469,false,1348.19,2025-02-27,7,false,C00079,confirmed
H007-R018,false,false,walk_in,2025-08-06,B004556,false,121.61,2025-08-05,1,false,C01355,confirmed
H007-R023,false,false,expedia,2025-03-01,B002434,false,217.8,2025-02-28,1,false,C00088,confirmed
H002-R004,false,false,web,2025-03-14,B000318,false,400.54,2025-03-11,3,false,C02168,confirmed
H004-R009,false,false,expedia,2025-06-24,B002788,false,926.89,2025-06-19,5,false,C01914,confirmed
H004-R024,false,false,walk_in,2025-05-07,B000692,false,1108.28,2025-05-02,5,false,C02525,confirmed
H003-R010,false,false,booking.com,2025-04-30,B004428,false,610.81,2025-04-25,5,false,C02965,confirmed
H002-R008,false,false,booking.com,2025-06-08,B004783,false,629.29,2025-06-05,3,false,C01704,confirmed
H001-R025,false,false,web,2025-06-22,B002649,false,1191.06,2025-06-16,6,false,C02017,confirmed
H002-R003,false,false,mobile,2025-04-18,B000537,false,240.08,2025-04-16,2,false,C00483,confirmed
H004-R024,false,false,mobile,2025-07-25,B004621,false,410.74,2025-07-22,3,false,C01849,confirmed
H002-R019,false,false,expedia,2025-04-16,B003013,false,1106.68,2025-04-11,5,false,C01633,confirmed
H003-R011,false,false,web,2025-05-16,B000914,false,499.93,2025-05-13,3,false,C00873,confirmed
H008-R012,false,false,mobile,2025-07-09,B001260,false,384.96,2025-07-07,2,false,C02628,confirmed
H008-R020,false,false,booking.com,2025-04-24,B005023,false,662.71,2025-04-21,3,false,C02376,confirmed
H007-R024,false,false,mobile,2025-07-02,B002882,false,154.82,2025-07-01,1,false,C00649,confirmed
H002-R002,false,false,expedia,2025-04-15,B000787,false,888.49,2025-04-11,4,false,C00532,confirmed
H005-R009,false,false,web,2025-03-22,B005381,false,693.34,2025-03-18,4,false,C02213,confirmed
H003-R013,false,false,walk_in,2025-07-08,B003226,false,657.3,2025-07-05,3,false,C01045,confirmed
H003-R015,false,false,web,2025-08-06,B001113,false,170.43,2025-08-05,1,false,C02698,confirmed
H005-R016,false,false,booking.com,2025-07-01,B005226,false,650.74,2025-06-26,5,false,C02579,confirmed
H006-R024,false,false,mobile,2025-04-08,B003090,false,1146.89,2025-04-02,6,false,C01077,confirmed
H005-R016,false,false,expedia,2025-02-05,B001492,false,351.5,2025-02-03,2,false,C00905,confirmed
H005-R007,false,false,mobile,2025-03-20,B005607,false,192.63,2025-03-19,1,false,C01867,confirmed
H006-R011,false,false,mobile,2025-03-16,B003452,false,465.17,2025-03-13,3,false,C01018,confirmed
H008-R023,false,false,booking.com,2025-06-30,B001355,false,918.23,2025-06-24,6,false,C00479,confirmed
H006-R003,false,false,web,2025-03-20,B003792,false,293.47,2025-03-18,2,false,C01848,confirmed
H004-R021,false,false,expedia,2025-02-22,B001671,false,742.95,2025-02-18,4,false,C00267,confirmed
H006-R015,false,false,walk_in,2025-05-24,B005464,false,507.8,2025-05-20,4,false,C01910,confirmed
H006-R013,false,false,web,2025-02-22,B005832,false,895.23,2025-02-16,6,false,C01026,confirmed
H003-R025,false,false,web,2025-05-27,B003659,false,639.84,2025-05-22,5,false,C02611,confirmed
H007-R022,false,false,expedia,2025-01-14,B001546,false,158.49,2025-01-13,1,false,C00945,confirmed
H001-R003,false,false,walk_in,2025-04-19,B005685,false,694.32,2025-04-14,5,false,C02830,confirmed
H006-R006,false,false,web,2025-05-03,B004047,false,400.24,2025-05-01,2,false,C02910,confirmed
H002-R005,false,false,booking.com,2025-04-26,B001903,false,517.78,2025-04-23,3,false,C02135,confirmed
H007-R025,false,false,expedia,2025-03-19,B002278,false,178.99,2025-03-18,1,false,C02845,confirmed
